Age,Gender,Education Level,Job Title,Years of Experience,Salary,Country,Race
27,Female,Master Degree,Back end Developer,2,70000,China,Chinese
43,Male,Phd,Senior Project Engineer,13,185000,Australia,Australian
44,Male,Master Degree,Senior Project Engineer,11,170000,Australia,Australian
37,Male,Master Degree,Senior Software Engineer,9,150000,China,Korean
56,Male,Phd,Software Engineer Manager,17,195000,Canada,White
28,Male,Bachelor Degree,Front end Developer,2,70000,UK,Mixed
54,Male,Phd,Software Engineer Manager,17,195000,USA,Asian
31,Male,Master Degree,Senior Project Engineer,6,125000,China,Chinese
49,Male,Phd,Software Engineer Manager,15,185000,Australia,Australian
27,Female,Master Degree,Back end Developer,2,70000,UK,Mixed
38,Male,Master Degree,Senior Software Engineer,10,155000,Australia,White
27,Male,Bachelor Degree,Front end Developer,3,80000,Canada,White
43,Male,Phd,Senior Project Engineer,13,185000,China,White
48,Male,Phd,Senior Project Engineer,16,190000,Canada,Asian
44,Male,Master Degree,Senior Project Engineer,11,170000,Canada,Asian
54,Male,Phd,Software Engineer Manager,17,195000,China,Chinese
37,Male,Master Degree,Senior Software Engineer,9,150000,UK,Mixed
28,Male,Bachelor Degree,Front end Developer,2,70000,China,White
27,Female,Master Degree,Back end Developer,2,70000,USA,Asian
49,Male,Phd,Software Engineer Manager,15,185000,UK,Welsh
31,Male,Master Degree,Senior Project Engineer,7,135000,Australia,Asian
27,Male,Bachelor Degree,Front end Developer,3,80000,Canada,White
54,Male,Phd,Software Engineer Manager,17,195000,UK,Welsh
38,Male,Master Degree,Senior Software Engineer,10,155000,Australia,Australian
44,Male,Master Degree,Senior Project Engineer,11,170000,UK,Welsh
43,Male,Phd,Senior Project Engineer,13,185000,Canada,Black
27,Male,Bachelor Degree,Front end Developer,2,70000,Canada,Black
48,Male,Phd,Senior Project Engineer,16,190000,Canada,Black
31,Male,Master Degree,Senior Project Engineer,6,125000,USA,Asian
54,Male,Phd,Software Engineer Manager,17,195000,Australia,Australian
37,Male,Master Degree,Senior Software Engineer,9,150000,Canada,White
28,Male,Bachelor Degree,Front end Developer,2,70000,UK,Mixed
27,Female,Master Degree,Back end Developer,2,70000,China,Korean
34,Male,Bachelor Degree,Front end Developer,5,95000,Canada,White
43,Female,Master Degree,Senior Software Engineer,12,170000,Australia,Asian
27,Male,Bachelor Degree,Back end Developer,2,75000,Australia,Asian
56,Female,Phd,Software Engineer Manager,18,210000,China,White
32,Male,Master Degree,Full Stack Engineer,7,135000,USA,White
40,Male,Phd,Senior Software Engineer,12,160000,China,White
23,Male,Bachelor Degree,Front end Developer,1,55000,USA,African American
46,Male,Phd,Senior Project Engineer,16,190000,UK,White
41,Female,Phd,Senior Project Engineer,11,165000,UK,Asian
28,Female,Bachelor Degree,Front end Developer,3,80000,Canada,Black
34,Male,Bachelor Degree,Back end Developer,6,120000,Australia,Asian
49,Male,Phd,Software Engineer Manager,15,185000,UK,Mixed
43,Male,Phd,Senior Project Engineer,13,185000,Canada,Black
54,Male,Phd,Software Engineer Manager,16,190000,UK,Mixed
36,Male,Master Degree,Senior Software Engineer,8,140000,Canada,Black
33,Male,Master Degree,Full Stack Engineer,6,130000,UK,Welsh
27,Female,Master Degree,Back end Developer,2,70000,Canada,White
44,Male,Master Degree,Senior Project Engineer,11,170000,Canada,White
31,Male,Master Degree,Senior Project Engineer,6,125000,China,Korean
38,Male,Master Degree,Senior Software Engineer,10,155000,USA,Hispanic
27,Male,Bachelor Degree,Front end Developer,2,70000,USA,African American
54,Male,Phd,Software Engineer Manager,17,195000,Australia,White
31,Male,Master Degree,Senior Software Engineer,7,140000,China,White
32,Male,Master Degree,Back end Developer,6,130000,USA,White
38,Female,Master Degree,Back end Developer,10,155000,UK,Asian
51,Male,Phd,Software Engineer Manager,16,190000,Australia,Asian
28,Male,Bachelor Degree,Front end Developer,2,70000,UK,Mixed
27,Male,Bachelor Degree,Front end Developer,3,80000,Canada,Asian
43,Male,Phd,Senior Project Engineer,13,185000,China,White
27,Female,Master Degree,Full Stack Engineer,3,100000,USA,White
49,Male,Phd,Software Engineer Manager,15,185000,Australia,Asian
48,Male,Phd,Senior Project Engineer,16,190000,Australia,Australian
31,Male,Master Degree,Senior Project Engineer,7,135000,Australia,White
40,Female,Phd,Senior Software Engineer,12,160000,USA,White
24,Male,Bachelor Degree,Front end Developer,1,55000,Canada,White
27,Male,Bachelor Degree,Front end Developer,3,80000,USA,White
42,Male,Phd,Senior Software Engineer,14,170000,Canada,Asian
24,Female,Bachelor Degree,Front end Developer,1,55000,UK,Welsh
28,Female,Bachelor Degree,Front end Developer,3,80000,USA,African American
43,Male,Phd,Senior Project Engineer,13,185000,China,White
31,Male,Master Degree,Full Stack Engineer,7,140000,USA,Asian
43,Male,Phd,Software Engineer Manager,13,180000,China,White
27,Female,Master Degree,Back end Developer,2,70000,Australia,Australian
49,Male,Phd,Software Engineer Manager,15,185000,USA,African American
48,Male,Phd,Senior Project Engineer,16,190000,UK,Mixed
31,Male,Master Degree,Senior Project Engineer,6,125000,Canada,Asian
40,Male,Phd,Senior Software Engineer,12,160000,China,Chinese
36,Male,Master Degree,Senior Software Engineer,8,140000,UK,Welsh
54,Male,Phd,Software Engineer Manager,17,195000,Canada,Asian
27,Male,Bachelor Degree,Front end Developer,2,70000,Australia,Australian
28,Male,Bachelor Degree,Front end Developer,2,70000,USA,African American
44,Male,Master Degree,Senior Project Engineer,11,170000,China,White
43,Male,Phd,Senior Project Engineer,13,185000,China,Chinese
54,Male,Phd,Software Engineer Manager,17,195000,UK,Asian
32,Male,Master Degree,Back end Developer,6,130000,Australia,Australian
38,Male,Master Degree,Senior Software Engineer,10,155000,UK,Mixed
49,Male,Phd,Software Engineer Manager,15,185000,UK,Mixed
27,Male,Bachelor Degree,Front end Developer,3,80000,Canada,Black
54,Male,Phd,Software Engineer Manager,17,195000,Australia,White
31,Male,Master Degree,Senior Project Engineer,7,135000,UK,White
24,Male,Bachelor Degree,Back end Developer,1,55000,Canada,White
48,Male,Phd,Senior Project Engineer,16,190000,USA,White
27,Female,Master Degree,Back end Developer,2,70000,Canada,Black
43,Male,Phd,Senior Project Engineer,13,185000,USA,Hispanic
44,Male,Master Degree,Senior Project Engineer,11,170000,Canada,Asian
37,Male,Master Degree,Senior Software Engineer,9,150000,Canada,Asian
56,Male,Phd,Software Engineer Manager,17,195000,UK,Welsh
28,Male,Bachelor Degree,Front end Developer,2,70000,USA,Hispanic
54,Male,Phd,Software Engineer Manager,17,195000,Canada,Asian
31,Male,Master Degree,Senior Project Engineer,6,125000,USA,Asian
49,Male,Phd,Software Engineer Manager,15,185000,China,White
54,Male,Phd,Software Engineer Manager,17,195000,Canada,Black
27,Male,Bachelor Degree,Front end Developer,3,80000,Australia,White
42,Male,Phd,Senior Software Engineer,14,170000,China,Korean
38,Male,Master Degree,Senior Software Engineer,10,155000,China,White
43,Male,Phd,Senior Project Engineer,13,185000,Canada,White
27,Male,Bachelor Degree,Front end Developer,2,70000,Canada,Asian
31,Male,Master Degree,Full Stack Engineer,7,140000,Canada,Asian
54,Male,Phd,Software Engineer Manager,17,195000,UK,Asian
36,Male,Master Degree,Senior Software Engineer,8,140000,Canada,Black
27,Female,Master Degree,Back end Developer,2,70000,USA,African American
49,Male,Phd,Software Engineer Manager,15,185000,China,Chinese
48,Male,Phd,Senior Project Engineer,16,190000,UK,Mixed
31,Male,Master Degree,Senior Project Engineer,7,135000,USA,African American
40,Female,Phd,Senior Software Engineer,12,160000,UK,White
24,Male,Bachelor Degree,Front end Developer,1,55000,UK,Welsh
27,Male,Bachelor Degree,Front end Developer,3,80000,China,Chinese
43,Male,Phd,Senior Project Engineer,13,185000,USA,White
27,Female,Master Degree,Full Stack Engineer,3,100000,UK,Mixed
49,Male,Phd,Software Engineer Manager,15,185000,UK,Asian
48,Male,Phd,Senior Project Engineer,16,190000,USA,White
31,Male,Master Degree,Senior Project Engineer,6,125000,UK,White
40,Male,Phd,Senior Software Engineer,12,160000,USA,Hispanic
36,Male,Master Degree,Senior Software Engineer,8,140000,China,Korean
54,Male,Phd,Software Engineer Manager,17,195000,UK,Asian
27,Male,Bachelor Degree,Front end Developer,2,70000,Australia,Australian
28,Male,Bachelor Degree,Front end Developer,2,70000,Canada,Black
44,Male,Master Degree,Senior Project Engineer,11,170000,Canada,White
43,Male,Phd,Senior Project Engineer,13,185000,UK,Welsh
54,Male,Phd,Software Engineer Manager,17,195000,Canada,Black
32,Male,Master Degree,Back end Developer,6,130000,Canada,Asian
38,Male,Master Degree,Senior Software Engineer,10,155000,Canada,White
49,Male,Phd,Software Engineer Manager,15,185000,Canada,White
27,Male,Bachelor Degree,Front end Developer,3,80000,USA,African American
54,Male,Phd,Software Engineer Manager,17,195000,China,White
31,Male,Master Degree,Senior Project Engineer,7,135000,Australia,Asian
24,Male,Bachelor Degree,Back end Developer,1,55000,USA,Hispanic
48,Male,Phd,Senior Project Engineer,16,190000,Canada,Asian
27,Female,Master Degree,Back end Developer,2,70000,UK,Mixed
43,Male,Phd,Senior Project Engineer,13,185000,UK,Mixed
44,Male,Master Degree,Senior Project Engineer,11,170000,USA,African American
37,Male,Master Degree,Senior Software Engineer,9,150000,UK,Asian
56,Male,Phd,Software Engineer Manager,17,195000,USA,White
28,Male,Bachelor Degree,Front end Developer,2,70000,Canada,Black
54,Male,Phd,Software Engineer Manager,17,195000,USA,African American
31,Male,Master Degree,Senior Project Engineer,6,125000,China,White
49,Male,Phd,Software Engineer Manager,15,185000,Australia,White
54,Male,Phd,Software Engineer Manager,17,195000,China,Chinese
27,Male,Bachelor Degree,Front end Developer,3,80000,UK,Welsh
42,Male,Phd,Senior Software Engineer,14,170000,China,White
38,Male,Master Degree,Senior Software Engineer,10,155000,Australia,Asian
36,Male,Bachelor Degree,Front end Developer,7,120000,UK,Asian
29,Female,Master Degree,Back end Developer,3,90000,USA,Asian
41,Female,Phd,Software Engineer Manager,14,180000,UK,Asian
33,Male,Bachelor Degree,Full Stack Engineer,7,130000,UK,Welsh
42,Male,Phd,Senior Software Engineer,12,170000,China,Korean
28,Male,Bachelor Degree,Back end Developer,2,70000,UK,Welsh
55,Male,Phd,Software Engineer Manager,18,210000,China,White
26,Female,Master Degree,Front end Developer,1,55000,Canada,Asian
47,Male,Phd,Senior Project Engineer,16,190000,UK,Welsh
44,Female,Phd,Software Engineer Manager,11,165000,Canada,Black
30,Male,Master Degree,Full Stack Engineer,5,105000,China,Korean
39,Female,Master Degree,Senior Software Engineer,11,160000,UK,Welsh
32,Male,Bachelor Degree,Front end Developer,6,110000,Canada,Black
50,Male,Phd,Software Engineer Manager,17,195000,China,Korean
27,Male,Bachelor Degree,Back end Developer,3,85000,China,Chinese
46,Male,Phd,Senior Project Engineer,14,180000,UK,White
25,Female,Bachelor Degree,Front end Developer,1,55000,Australia,White
43,Male,Phd,Senior Project Engineer,13,185000,UK,Welsh
35,Male,Bachelor Degree,Back end Developer,8,140000,Canada,Black
29,Female,Master Degree,Back end Developer,3,90000,UK,Mixed
40,Female,Phd,Senior Software Engineer,12,160000,USA,White
35,Male,Bachelor Degree,Full Stack Engineer,8,145000,China,White
41,Male,Phd,Senior Project Engineer,13,185000,Australia,White
30,Male,Master Degree,Full Stack Engineer,5,105000,UK,White
33,Male,Bachelor Degree,Front end Developer,6,110000,Australia,Asian
55,Male,Phd,Software Engineer Manager,18,210000,UK,Asian
26,Female,Master Degree,Front end Developer,1,55000,UK,Mixed
47,Male,Phd,Senior Project Engineer,16,190000,USA,African American
44,Female,Phd,Software Engineer Manager,11,165000,UK,Asian
30,Male,Master Degree,Full Stack Engineer,5,105000,USA,White
39,Female,Master Degree,Senior Software Engineer,11,160000,China,Korean
32,Male,Bachelor Degree,Front end Developer,6,110000,USA,Hispanic
50,Male,Phd,Software Engineer Manager,17,195000,Australia,Australian
27,Male,Bachelor Degree,Back end Developer,3,85000,UK,Mixed
46,Male,Phd,Senior Project Engineer,14,180000,Australia,Asian
25,Female,Bachelor Degree,Front end Developer,1,55000,UK,Asian
43,Male,Phd,Senior Project Engineer,13,185000,USA,African American
35,Male,Bachelor Degree,Back end Developer,8,140000,Australia,Asian
29,Female,Master Degree,Back end Developer,3,90000,Canada,Black
40,Female,Phd,Senior Software Engineer,12,160000,USA,Hispanic
35,Male,Bachelor Degree,Full Stack Engineer,8,145000,UK,Mixed
41,Male,Phd,Senior Project Engineer,13,185000,UK,White
30,Male,Master Degree,Full Stack Engineer,5,105000,Australia,Asian
33,Male,Bachelor Degree,Front end Developer,6,110000,USA,African American
55,Male,Phd,Software Engineer Manager,18,210000,China,Chinese
26,Female,Master Degree,Front end Developer,1,55000,Australia,Australian
47,Male,Phd,Senior Project Engineer,16,190000,USA,Hispanic
44,Female,Phd,Software Engineer Manager,11,165000,Canada,Black
30,Male,Master Degree,Full Stack Engineer,5,105000,USA,African American
39,Female,Master Degree,Senior Software Engineer,11,160000,Canada,White
32,Male,Bachelor Degree,Front end Developer,6,110000,Australia,Australian
50,Male,Phd,Software Engineer Manager,17,195000,Australia,White
27,Male,Bachelor Degree,Back end Developer,3,85000,Canada,Black
46,Male,Phd,Senior Project Engineer,14,180000,Australia,White
25,Female,Bachelor Degree,Front end Developer,1,55000,USA,White
43,Male,Phd,Senior Project Engineer,13,185000,China,White
35,Male,Bachelor Degree,Back end Developer,8,140000,Australia,Australian
29,Female,Master Degree,Back end Developer,3,90000,Canada,Black
40,Female,Phd,Senior Software Engineer,12,160000,Australia,Asian
35,Male,Bachelor Degree,Full Stack Engineer,8,145000,Canada,Asian
41,Male,Phd,Senior Project Engineer,13,185000,Australia,Australian
30,Male,Master Degree,Full Stack Engineer,5,105000,UK,Asian
33,Male,Bachelor Degree,Front end Developer,6,110000,Australia,Australian
55,Male,Phd,Software Engineer Manager,18,210000,UK,Asian
26,Female,Master Degree,Front end Developer,1,55000,USA,Asian
47,Male,Phd,Senior Project Engineer,16,190000,Australia,Asian
44,Female,Phd,Software Engineer Manager,11,165000,China,White
30,Male,Master Degree,Full Stack Engineer,5,105000,China,Korean
39,Female,Master Degree,Senior Software Engineer,11,160000,Australia,Asian
32,Male,Bachelor Degree,Front end Developer,6,110000,USA,White
50,Male,Phd,Software Engineer Manager,17,195000,Australia,Australian
27,Male,Bachelor Degree,Back end Developer,3,85000,Canada,Black
46,Male,Phd,Senior Project Engineer,14,180000,UK,Welsh
25,Female,Bachelor Degree,Front end Developer,1,55000,UK,White
43,Male,Phd,Senior Project Engineer,13,185000,Australia,Asian
35,Male,Bachelor Degree,Back end Developer,8,140000,China,Chinese
29,Female,Master Degree,Back end Developer,3,90000,Australia,White
40,Female,Phd,Senior Software Engineer,12,160000,Australia,White
35,Male,Bachelor Degree,Full Stack Engineer,8,145000,China,White
41,Male,Phd,Senior Project Engineer,13,185000,Australia,Asian
30,Male,Master Degree,Full Stack Engineer,5,105000,UK,White
33,Male,Bachelor Degree,Front end Developer,6,110000,USA,Asian
55,Male,Phd,Software Engineer Manager,18,210000,USA,Hispanic
26,Female,Master Degree,Front end Developer,1,55000,UK,Mixed
47,Male,Phd,Senior Project Engineer,16,190000,USA,African American
44,Female,Phd,Software Engineer Manager,11,165000,China,Chinese
30,Male,Master Degree,Full Stack Engineer,5,105000,UK,Mixed
39,Female,Master Degree,Senior Software Engineer,11,160000,Australia,Asian
32,Male,Bachelor Degree,Front end Developer,6,110000,USA,Asian
50,Male,Phd,Software Engineer Manager,17,195000,China,White
27,Male,Bachelor Degree,Back end Developer,3,85000,Australia,Asian
46,Male,Phd,Senior Project Engineer,14,180000,Canada,Black
25,Female,Bachelor Degree,Front end Developer,1,55000,Canada,Asian
43,Male,Phd,Senior Project Engineer,13,185000,Australia,Asian
35,Male,Bachelor Degree,Back end Developer,8,140000,Australia,Australian
29,Female,Master Degree,Back end Developer,3,90000,Australia,Asian
40,Female,Phd,Senior Software Engineer,12,160000,China,Korean
35,Male,Bachelor Degree,Full Stack Engineer,8,145000,UK,Mixed
41,Male,Phd,Senior Project Engineer,13,185000,Canada,Black
30,Male,Master Degree,Full Stack Engineer,5,105000,China,Korean
33,Male,Bachelor Degree,Front end Developer,6,110000,Canada,Asian
55,Male,Phd,Software Engineer Manager,18,210000,USA,White
